Mto_TC;MARCA;Nombre_territorio;FLAG_LIMA_PROVINCIA;REGION;SUELDO_ESTIMADO;EDAD;SEXO;ANTIGUEDAD_MES;SEGMENTO;FLAG_SS;FLAG_UNICEF
5600;Visa;T.CALLAO SAN MIGUEL;1;LIMA CENTRO;1039.67;21;M;21;BAJO VALOR;;
38000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;1103;59;M;132;CLASICO;;
1000;Visa;T.MIRAFLORES S.BORJA;1;LIMA SUR;808;37;M;111;BAJO VALOR;;
700;Visa;T.MIRAFLORES S.BORJA;0;NORTE;1452;26;M;30;BAJO VALOR;;
700;Visa;T.MIRAFLORES S.BORJA;1;LIMA ESTE;;34;F;1;BAJO VALOR;;
20000;Visa;T.LIMA CENTRO;1;LIMA CENTRO;945;62;M;;;;
6000;Visa;T.LIMA CENTRO;1;LIMA ESTE;7025.33;27;M;4;BAJO VALOR;;
9100;Visa;T.LIMA CENTRO;1;LIMA CENTRO;525;53;M;127;Micro empresa;;
12500;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;1019;53;M;59;CLASICO;;
14000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;291;76;M;146;BAJO VALOR;;
2000;Visa;T.LINCE;1;CALLAO;1508.44;45;M;100;CLASICO;;
5000;Visa;T.LINCE;1;LIMA MODERNA;4983;47;F;252;CLASICO;;
7300;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;2482.78;60;M;48;CLASICO;;
8000;Visa;T.CALLAO SAN MIGUEL;1;LIMA ESTE;5122;36;M;122;CLASICO;;
2000;Visa;T.NORTE SUR CHICO;1;LIMA NORTE;1549.125;41;F;1;BAJO VALOR;;
1000;Visa;T.NORTE SUR CHICO;1;LIMA NORTE;245;56;F;159;BAJO VALOR;;
1000;Visa;T.NORTE SUR CHICO;1;LIMA NORTE;481;54;F;106;CLASICO;;
700;Visa;T.NORTE SUR CHICO;1;LIMA NORTE;971.75;20;M;15;BAJO VALOR;;
20000;Visa;T.CALLAO SAN MIGUEL;1;LIMA MODERNA;3883.22;42;F;214;CLASICO;;
1000;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;1138.375;36;F;18;CLASICO;;
700;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;3125.25;48;F;71;CLASICO;;
28500;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;5208;44;F;153;CLASICO;;
5400;Visa;T.LINCE;1;LIMA CENTRO;1840.5;34;F;;;;
1000;Visa;T.LINCE;1;LIMA CENTRO;5221.13;45;M;210;CLASICO;;
10000;Visa;T.LIMA CENTRO;1;LIMA CENTRO;722.5;29;F;77;CLASICO;;
6100;Visa;T.LIMA CENTRO;1;LIMA ESTE;1149.75;32;M;15;BAJO VALOR;;
3000;Visa;T.LIMA CENTRO;1;LIMA NORTE;2179.5;46;F;97;CLASICO;;
5000;Visa;T.LINCE;1;LIMA CENTRO;700;42;F;221;CLASICO;;
12000;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;3360;36;F;79;CLASICO;;
1000;Visa;T.LIMA SUR;1;LIMA SUR;1917.89;54;M;23;CLASICO;1;
800;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;858;54;F;238;CLASICO;;
7900;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;1151;49;M;93;CLASICO;;
700;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;1570.5;40;M;150;CLASICO;;
30000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;11050;42;M;187;CLASICO;;
5000;Visa;T.LIMA SUR;1;LIMA ESTE;1450.33;23;M;66;CLASICO;;
20000;Visa;T.LINCE;1;LIMA MODERNA;5529;47;M;261;CLASICO;;
1100;Visa;T.LINCE;1;LIMA ESTE;3401;50;F;100;BAJO VALOR;;
7100;Visa;T.LINCE;1;LIMA MODERNA;2629;43;F;199;CLASICO;;
11900;Visa;T.LINCE;1;LIMA NORTE;1864.75;27;F;94;CLASICO;;
2000;Visa;T.LINCE;1;LIMA CENTRO;919.5;24;M;7;BAJO VALOR;;
6800;Visa;T.LINCE;1;CALLAO;1452.22;25;M;50;BAJO VALOR;;
12000;Visa;T.LINCE;1;CALLAO;4421.67;61;M;234;CLASICO;;
12000;Visa;T.LINCE;1;LIMA NORTE;893.78;52;F;175;VIP;;
4000;Visa;T.LIMA CENTRO;1;LIMA NORTE;642;23;F;45;BAJO VALOR;;
5000;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;3150;27;M;94;CLASICO;;
4000;Visa;T.LIMA RESIDENCIAL;0;NORTE;3416;24;F;20;CLASICO;;
12000;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;2331.75;52;M;184;CLASICO;;
5700;Visa;T.LIMA SUR;1;LIMA ESTE;1178.33;22;M;22;CLASICO;;
99500;Visa;T.LIMA CENTRO;1;LIMA MODERNA;7977;61;M;;;;
11800;Visa;T.LIMA CENTRO;1;LIMA ESTE;3212;43;M;162;CLASICO;;
900;Visa;T.LIMA CENTRO;1;LIMA CENTRO;1803.75;46;M;119;CLASICO;;
24000;Visa;T.LIMA CENTRO;1;LIMA CENTRO;3794.75;31;F;113;CLASICO;;
1000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;2783;28;F;90;CLASICO;;
21600;Visa;T.LIMA CENTRO;1;LIMA MODERNA;5600.56;47;M;211;CLASICO;;
5300;Visa;T.LIMA SUR;1;LIMA SUR;1330.13;26;M;72;CLASICO;;
700;Visa;T.LIMA SUR;1;LIMA NORTE;1203.75;32;F;1;BAJO VALOR;;
700;Visa;T.LIMA SUR;1;LIMA SUR;2020.75;58;F;313;CLASICO;;
700;Visa;T.LIMA SUR;1;LIMA SUR;2500;41;F;149;CLASICO;;
6300;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;2185.875;34;F;61;Micro empresa;;
5200;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;1320.44;29;M;36;CLASICO;;
7500;Visa;T.LIMA CENTRO;1;LIMA CENTRO;926;27;M;38;BAJO VALOR;;
1000;Visa;T.LIMA SUR;1;LIMA SUR;1658.56;39;F;223;CLASICO;;
13000;Visa;T.CALLAO SAN MIGUEL;1;LIMA MODERNA;2305.56;60;F;245;CLASICO;;
3500;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;3806.5;26;F;56;CLASICO;;
6100;Visa;T.LIMA SUR;1;LIMA MODERNA;2000;25;M;54;CLASICO;;
5000;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;3483;29;F;84;CLASICO;;
5000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;5950;49;M;;;;
6000;Visa;T.LIMA CENTRO;1;LIMA NORTE;1540;27;M;;;;
3100;Visa;T.LIMA CENTRO;1;LIMA NORTE;558;25;F;84;BAJO VALOR;;
5300;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;2228.5;32;M;22;CLASICO;;
6100;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;662;25;F;;;;
1500;Visa;T.LIMA SUR;1;LIMA SUR;4581.5;34;F;125;Micro empresa;1;
12000;Visa;T.LIMA SUR;1;LIMA SUR;5781;52;M;214;Micro empresa;;
700;Visa;T.LIMA SUR;1;LIMA SUR;750.75;21;F;38;CLASICO;;
700;Visa;T.LIMA SUR;1;LIMA SUR;1151.22;21;M;37;BAJO VALOR;;
5000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;1258;26;F;54;CLASICO;;
1000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;1097.67;54;M;21;CLASICO;;
2000;Visa;T.LIMA CENTRO;1;LIMA NORTE;3557.78;39;M;206;CLASICO;;
11200;Visa;T.CALLAO SAN MIGUEL;1;LIMA MODERNA;2856;37;F;207;CLASICO;;
5250;Visa;T.LIMA CENTRO;1;LIMA CENTRO;1560.375;57;M;10;BAJO VALOR;;
5000;Visa;T.LIMA CENTRO;1;LIMA CENTRO;2492.375;43;F;216;CLASICO;;
2000;Visa;T.CALLAO SAN MIGUEL;1;LIMA SUR;5197.56;59;M;243;CLASICO;;
3000;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;5127;28;M;58;CLASICO;;
31000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;6279;32;M;93;CLASICO;;
5000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;3990;35;F;111;CLASICO;;
15000;Visa;T.LIMA SUR;1;LIMA MODERNA;4909.67;63;M;251;VIP;;
12000;Visa;T.LINCE;1;LIMA NORTE;9670;29;F;107;CLASICO;;
1000;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;1043.13;26;M;73;CLASICO;;
10800;Visa;T.LINCE;1;LIMA CENTRO;1644.75;29;F;88;CLASICO;;
2000;Visa;T.LINCE;1;LIMA CENTRO;45;55;F;17;CLASICO;;
70000;Visa;T.LINCE;1;LIMA MODERNA;1564;60;M;435;VIP;;
1000;Visa;T.LIMA SUR;1;LIMA SUR;1147.56;43;F;243;CLASICO;;
1000;Visa;T.LIMA SUR;1;LIMA SUR;1365.11;57;M;203;CLASICO;;
700;Visa;T.LIMA SUR;1;LIMA SUR;1903.875;59;M;249;CLASICO;;
2000;Visa;T.LIMA SUR;1;LIMA SUR;1520;52;M;252;CLASICO;;
6300;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;1319.44;25;M;22;CLASICO;;
2000;Visa;T.CALLAO SAN MIGUEL;1;LIMA MODERNA;1188.125;25;M;;;;
800;Visa;T.CALLAO SAN MIGUEL;1;LIMA CENTRO;1147;26;M;60;CLASICO;;
14500;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;1170;61;M;182;Micro empresa;;
2900;Visa;T.LIMA CENTRO;1;LIMA CENTRO;1610.25;43;F;4;CLASICO;;
2000;Visa;T.LIMA CENTRO;1;LIMA CENTRO;1776.75;27;F;10;BAJO VALOR;;
12000;Visa;T.CALLAO SAN MIGUEL;1;LIMA CENTRO;3546;31;F;37;CLASICO;;
12000;Visa;T.LINCE;1;LIMA MODERNA;13954.33;48;F;137;CLASICO;;
11100;Visa;T.MIRAFLORES S.BORJA;1;LIMA SUR;3150;53;F;238;CLASICO;;
70000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;6997.33;42;F;230;VIP;;1
3200;Visa;T.MIRAFLORES S.BORJA;1;LIMA CENTRO;2262.125;31;M;;;;
18000;Visa;T.MIRAFLORES S.BORJA;1;LIMA NORTE;3723.67;31;F;78;CLASICO;;
5000;Visa;T.CALLAO SAN MIGUEL;1;LIMA MODERNA;2156;45;M;161;VIP;;
10000;Visa;T.LIMA RESIDENCIAL;1;LIMA CENTRO;6526.89;63;M;264;CLASICO;;
1300;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;1155;42;F;1;CLASICO;;
700;Visa;T.LIMA RESIDENCIAL;1;LIMA CENTRO;560;28;M;98;CLASICO;;
30000;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;3700;45;M;273;CLASICO;;
2000;Visa;T.LIMA RESIDENCIAL;;;;;;;;;
7800;Visa;T.LIMA RESIDENCIAL;1;LIMA ESTE;3150;51;F;174;CLASICO;;
700;Visa;T.LIMA RESIDENCIAL;1;LIMA ESTE;1827.11;38;M;63;CLASICO;;
8000;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;4225;47;M;215;CLASICO;;
1000;Visa;T.MIRAFLORES S.BORJA;1;LIMA SUR;1090;26;F;6;BAJO VALOR;;
19500;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;1273;54;F;176;CLASICO;;
2000;Visa;T.MIRAFLORES S.BORJA;0;NORTE;1050;34;F;104;CLASICO;;
12000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;6716;36;M;;;;
12000;Visa;T.MIRAFLORES S.BORJA;0;ORIENTE;1700;34;F;138;CLASICO;;
12000;Visa;T.LINCE;1;LIMA CENTRO;2818;29;F;;;;
2000;Visa;T.LINCE;1;LIMA CENTRO;3891;33;M;87;CLASICO;;
5800;Visa;T.LINCE;1;LIMA NORTE;1321;25;M;28;CLASICO;;
12000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;13041.33;37;F;125;VIP;;
2000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;2100;27;F;85;CLASICO;;
12000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;1497.67;40;F;108;CLASICO;;
15500;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;4964;31;M;;;;
6000;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;3019.89;25;F;36;CLASICO;;
4300;Visa;T.LIMA CENTRO;1;LIMA NORTE;32;28;F;105;BAJO VALOR;;
1000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;2327.875;40;M;57;CLASICO;;
700;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;2178.75;44;M;32;CLASICO;;
750;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;2032;30;M;71;CLASICO;;
700;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;1610;53;M;1;CLASICO;;
3000;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;164;32;M;71;CLASICO;;
1500;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;1337.5;38;F;81;Micro empresa;;
700;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;2680.5;31;F;1;CLASICO;;
1500;Visa;T.LIMA CENTRO;1;LIMA NORTE;1456.17;21;M;35;CLASICO;;
2000;Visa;T.LINCE;1;LIMA CENTRO;2228.67;26;F;51;CLASICO;;
8900;Visa;T.LINCE;1;LIMA MODERNA;2710;28;F;63;CLASICO;;
4000;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;1727.67;23;F;34;CLASICO;;
10000;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;6524;35;F;249;CLASICO;;
5000;Visa;T.LIMA RESIDENCIAL;0;NORTE;3258;28;M;13;Micro empresa;;
12000;Visa;T.LIMA RESIDENCIAL;1;LIMA CENTRO;1461;62;M;;;;
1400;Visa;T.LIMA CENTRO;1;LIMA NORTE;656;49;M;15;CLASICO;;
5000;Visa;T.LIMA CENTRO;1;LIMA CENTRO;2550;36;F;24;Micro empresa;;
7100;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;1385.78;62;M;238;CLASICO;;
8000;Visa;T.SUR;0;SIERRA CENTRAL;2660;28;F;85;CLASICO;;
9500;Visa;T.SUR;0;SIERRA CENTRAL;1600;51;F;163;CLASICO;;
5100;Visa;T.SUR;0;SIERRA CENTRAL;840;50;F;1;Micro empresa;;
21500;Visa;T.SUR;0;SIERRA CENTRAL;4484.11;33;M;89;CLASICO;;
7000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;1803.75;55;F;35;BAJO VALOR;;
800;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;1041.5;22;F;14;BAJO VALOR;;
1800;Visa;T.LIMA CENTRO;1;LIMA CENTRO;1890.25;49;F;41;CLASICO;;
30000;Visa;T.CALLAO SAN MIGUEL;1;LIMA MODERNA;17588;47;M;151;VIP;;
25000;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;5655;50;M;129;VIP;;
8900;Visa;T.LINCE;1;LIMA MODERNA;525;49;F;13;BAJO VALOR;;
1000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;2156;50;F;220;CLASICO;;
1000;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;1503;29;M;98;CLASICO;;
9900;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;2955;29;M;;;;
6000;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;2022;36;M;112;CLASICO;;
10000;Visa;T.CALLAO SAN MIGUEL;1;LIMA MODERNA;3640;36;M;115;CLASICO;;
5500;Visa;T.LINCE;1;LIMA ESTE;1400;26;M;42;CLASICO;;
1800;Visa;T.LINCE;0;CENTRO;1699;34;M;8;BAJO VALOR;;
4000;Visa;T.LINCE;1;LIMA CENTRO;1662.22;53;M;182;CLASICO;;
25000;Visa;T.LIMA CENTRO;1;LIMA ESTE;2125;52;F;82;VIP;;
2000;Visa;T.LIMA CENTRO;;;;;;18;BAJO VALOR;;
1000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;2020.67;30;F;91;CLASICO;;
16500;Visa;T.LINCE;;;;;;10;BAJO VALOR;;
3000;Visa;T.LINCE;1;LIMA MODERNA;3260.56;39;F;165;CLASICO;;
28500;Visa;T.LINCE;0;NORTE;2078;44;F;148;CLASICO;;
6900;Visa;T.LINCE;1;LIMA MODERNA;2594.875;42;M;187;CLASICO;;
5000;Visa;T.LINCE;1;LIMA MODERNA;6303;42;M;6;VIP;;
2000;Visa;T.LINCE;1;LIMA MODERNA;2100;35;F;180;Micro empresa;;
12000;Visa;T.LINCE;1;LIMA MODERNA;1019;38;M;;;;
3000;Visa;T.LINCE;0;NORTE;4443;33;F;6;BAJO VALOR;;
9000;Visa;T.LIMA CENTRO;1;LIMA NORTE;5870.78;34;M;40;CLASICO;;
1500;Visa;T.LINCE;1;LIMA CENTRO;888;54;F;1;CLASICO;;
700;Visa;T.LINCE;;;;;;5;BAJO VALOR;;
700;Visa;T.LINCE;1;LIMA CENTRO;2085.875;62;F;186;CLASICO;;
4100;Visa;T.LINCE;1;LIMA NORTE;1780.56;51;M;117;CLASICO;;
700;Visa;T.SUR;0;SUR;1840.5;55;M;245;Micro empresa;;
48000;Visa;T.SUR;0;SUR;8818;40;M;215;VIP;;
4500;Visa;T.SUR;0;SUR;;37;F;2;BAJO VALOR;;
1000;Visa;T.LINCE;1;LIMA SUR;;39;F;201;BAJO VALOR;;
700;Visa;T.LINCE;1;LIMA MODERNA;1400;48;M;160;CLASICO;;
3500;Visa;T.LINCE;1;LIMA CENTRO;678;73;F;240;CLASICO;;
18000;Visa;T.LINCE;1;LIMA MODERNA;10660;35;M;121;VIP;;
1000;Visa;T.LINCE;1;LIMA SUR;3244.67;32;M;101;CLASICO;;
5000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;3316.89;46;M;97;CLASICO;;
8700;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;560;25;M;86;CLASICO;;
15000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;4000;57;M;221;VIP;;
6700;Visa;T.SURCO LA MOLINA;1;LIMA SUR;1943;49;F;13;BAJO VALOR;;
5500;Visa;T.LIMA SUR;1;LIMA SUR;5965;27;M;6;CLASICO;;
52000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;11200;31;F;134;VIP;;
46000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;7711;49;M;148;VIP;;
10800;Visa;T.SURCO LA MOLINA;0;CENTRO;2468.5;29;M;14;CLASICO;;
1000;Visa;T.LINCE;1;CALLAO;864.25;22;M;19;BAJO VALOR;;
10000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;7650;65;F;205;CLASICO;;
7000;Visa;T.MIRAFLORES S.BORJA;0;CENTRO;1017;31;M;7;BAJO VALOR;;
2000;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;;;F;1;BAJO VALOR;;
13500;Visa;T.SURCO LA MOLINA;;;;;;11;BAJO VALOR;;
9800;Visa;T.LINCE;1;LIMA MODERNA;1245;49;F;1;CLASICO;;
12500;Visa;T.LINCE;1;CALLAO;2478;25;M;59;CLASICO;;
1000;Visa;S.C.RECURSOS HUMANOS;1;CALLAO;544;21;F;22;BAJO VALOR;;
700;Visa;T.LIMA CENTRO;1;LIMA ESTE;;33;F;1;BAJO VALOR;;
7200;Visa;T.LIMA SUR;1;LIMA ESTE;1497.67;42;M;164;CLASICO;;
3000;Visa;T.LINCE;1;LIMA MODERNA;2552;56;F;197;CLASICO;;
20000;Visa;T.LINCE;1;LIMA NORTE;6146.44;27;F;17;CLASICO;;
7600;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;1539.125;28;M;104;BAJO VALOR;;
6000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;3318.56;62;M;312;CLASICO;;
1000;Visa;T.LINCE;1;LIMA MODERNA;1968;37;F;;;;
5000;Visa;T.LINCE;1;LIMA MODERNA;1665.44;36;F;89;CLASICO;;
6100;Visa;T.LINCE;1;LIMA MODERNA;1399.25;26;M;56;CLASICO;;
4000;Visa;T.LINCE;1;LIMA MODERNA;3203;39;M;42;CLASICO;;
4000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;1843.33;39;M;60;CLASICO;;
6700;Visa;T.LIMA CENTRO;1;LIMA ESTE;1010;31;M;23;CLASICO;;
900;Visa;T.LIMA CENTRO;;;;;;;;;
6000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;1662.5;30;F;64;CLASICO;;
1000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;1032.17;31;M;36;CLASICO;;
27500;Visa;T.LIMA SUR;1;LIMA PROVINCIA;5983;35;M;;;;1
12000;Visa;T.LIMA SUR;1;LIMA SUR;3911.56;65;F;204;CLASICO;;
800;Visa;T.LIMA SUR;1;LIMA MODERNA;2093;43;M;28;CLASICO;;
20000;Visa;T.LINCE;1;CALLAO;9849.11;46;M;225;CLASICO;;
9700;Visa;T.LINCE;1;LIMA NORTE;1840.5;48;M;185;CLASICO;;
12000;Visa;T.CALLAO SAN MIGUEL;1;LIMA MODERNA;4513.22;38;M;100;CLASICO;;
15000;Visa;T.LIMA CENTRO;1;LIMA CENTRO;8501;30;F;163;DIAMANTE;;
700;Visa;T.LIMA SUR;0;SIERRA CENTRAL;1218;25;M;6;BAJO VALOR;;
8100;Visa;T.SURCO LA MOLINA;1;LIMA SUR;2384.78;25;M;72;CLASICO;;
700;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;2264;40;F;48;CLASICO;;
5500;Visa;T.LINCE;1;LIMA NORTE;1950.33;23;M;17;CLASICO;;
42000;Visa;T.LINCE;1;LIMA MODERNA;3350;23;F;46;VIP;;
12000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;9874;38;M;72;CLASICO;;
2500;Visa;T.CALLAO SAN MIGUEL;1;LIMA ESTE;5257.78;57;M;237;CLASICO;;
700;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;;25;M;1;BAJO VALOR;;
5000;Visa;T.SUR;0;SUR;594;32;F;84;BAJO VALOR;;
700;Visa;T.SUR;0;SUR;1820;33;M;1;CLASICO;;
7700;Visa;T.SUR;0;SUR;2100;46;F;229;CLASICO;;
3000;Visa;T.SUR;0;SUR;4635;32;M;;;;
700;Visa;T.SUR;0;SUR;1149.75;27;F;58;Micro empresa;;
5500;Visa;T.SUR;0;SIERRA CENTRAL;1376.88;37;F;77;CLASICO;;
700;Visa;T.SUR;0;SIERRA CENTRAL;1840.5;42;M;46;CLASICO;;
6900;Visa;T.SUR;0;SUR;1054;42;F;;;;
10500;Visa;T.SUR;0;SUR;2202;34;F;;;;
9600;Visa;T.MIRAFLORES S.BORJA;1;CALLAO;2158.44;28;F;18;BAJO VALOR;;
7400;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;1526.67;35;M;132;CLASICO;;
4000;Visa;S.C.RECURSOS HUMANOS;1;LIMA NORTE;2144;29;M;72;CLASICO;;
20000;MasterCard;S.C.RECURSOS HUMANOS;1;LIMA MODERNA;12624;53;M;320;VIP;;
1000;Visa;S.C.RECURSOS HUMANOS;0;NORTE;590;27;F;20;BAJO VALOR;;
11000;Visa;S.C.RECURSOS HUMANOS;;;;;;;;;
3400;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;928.33;37;F;82;CLASICO;;
70000;Visa;T.MIRAFLORES S.BORJA;1;LIMA ESTE;16086.5;42;F;256;VIP;;1
5700;Visa;T.MIRAFLORES S.BORJA;1;CALLAO;3720.17;38;F;125;CLASICO;;
70000;Visa;T.MIRAFLORES S.BORJA;0;SUR;14753;59;M;;;;
3900;Visa;T.SUR;0;SIERRA CENTRAL;1610.25;42;F;;;;
12500;Visa;T.SUR;0;SIERRA CENTRAL;767;53;M;85;CLASICO;;
1200;Visa;T.SUR;0;SIERRA CENTRAL;1458.375;38;M;80;CLASICO;;
1500;Visa;T.SUR;0;SIERRA CENTRAL;5051;42;M;198;CLASICO;;
8600;Visa;T.SUR;1;LIMA NORTE;4351;33;M;1;BAJO VALOR;;
7200;Visa;T.CALLAO SAN MIGUEL;1;LIMA CENTRO;1328.14;24;F;75;CLASICO;;
700;Visa;T.LIMA SUR;1;LIMA SUR;1662.875;38;F;55;CLASICO;;
12000;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;5420.78;40;F;140;VIP;;
8900;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;494.5;30;F;99;CLASICO;;
5000;Visa;T.LINCE;1;LIMA CENTRO;2824.33;55;F;296;CLASICO;;
15000;Visa;T.SUR;0;SIERRA CENTRAL;8666.5;38;M;158;CLASICO;;
21500;Visa;T.MIRAFLORES S.BORJA;1;LIMA ESTE;1406.63;41;F;164;CLASICO;;
36000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;7358.56;43;F;181;CLASICO;;
3000;Visa;T.MIRAFLORES S.BORJA;1;LIMA NORTE;2688;37;M;115;CLASICO;;
3000;Visa;T.SURCO LA MOLINA;1;LIMA NORTE;3775.57;58;F;246;CLASICO;;
5000;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;3646;49;M;156;CLASICO;;
7000;Visa;T.SUR;0;SIERRA CENTRAL;3176.67;57;F;239;Micro empresa;;
11300;Visa;T.SUR;0;SIERRA CENTRAL;3155.67;40;M;109;CLASICO;;
5200;Visa;T.LINCE;1;LIMA MODERNA;1400.33;25;M;50;CLASICO;;
20000;Visa;T.LINCE;1;LIMA MODERNA;19804;54;M;114;VIP;;
1200;Visa;T.NORTE SUR CHICO;0;SUR;1403.67;30;M;35;BAJO VALOR;;
3000;Visa;T.NORTE SUR CHICO;0;SUR;744;65;M;60;Micro empresa;;
2200;Visa;T.NORTE SUR CHICO;0;SUR;2074;63;M;1;CLASICO;;
700;Visa;T.NORTE SUR CHICO;0;SUR;1276;26;M;34;CLASICO;;
5000;Visa;T.SUR;0;SUR;1453;32;F;;;;
700;Visa;T.SUR;0;SUR;1106;41;M;100;Micro empresa;;
5700;Visa;T.SUR;0;SUR;2100;46;F;49;Micro empresa;;
700;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;801;43;F;123;CLASICO;;
700;Visa;T.LIMA RESIDENCIAL;1;LIMA SUR;1068;43;F;227;CLASICO;;
5100;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;1054.44;34;F;77;CLASICO;;
800;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;1343.25;43;F;1;BAJO VALOR;;
2000;Visa;T.CENTRO;0;SUR;1815.71;36;M;163;CLASICO;;
1040;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;1691;34;M;82;BAJO VALOR;;
1000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;2009.89;41;F;71;CLASICO;;
2000;Visa;T.CALLAO SAN MIGUEL;1;LIMA MODERNA;2262.25;34;F;67;Micro empresa;;
12000;Visa;T.CALLAO SAN MIGUEL;1;LIMA ESTE;4953;31;M;45;CLASICO;;
700;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;2175.75;30;M;52;CLASICO;;
2000;Visa;T.LINCE;1;LIMA MODERNA;1400;33;F;2;BAJO VALOR;;
3000;Visa;T.LINCE;1;LIMA CENTRO;2000;32;F;99;CLASICO;;
26500;Visa;T.LINCE;1;LIMA MODERNA;9503;49;F;234;VIP;;
1500;Visa;T.SURCO LA MOLINA;1;LIMA SUR;980;36;F;163;CLASICO;;
